"","Property.Name","Property.Type","Asking","PSF","Built.Year","Model","Developer","Address","District","Bedrooms","Bathrooms","Floor","Area","Tenure","No..of.Units","Facilities","Agent","Furnish","HDB.Town"
"52","Marina One Residences","Apartment","$4,720,680","$3,067 psf (Built-up)",NA,"Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","21 Marina Way (018978)","D1 - Boat Quay / Raffles Place / Marina","3","2","32","1,539 sqft (Built-up)","LEASEHOLD/99 years","1042","Corner Unit | Colonial Building | Renovated | Air Conditioning | Hairdryer | Cooker Hob/hood | Balcony","Diana Chang","Partially Furnished",NA
"53","Marina One Residences","Apartment","$5,788,000","$2,572 psf (Built-up)",NA,"Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","21 Marina Way (018978)","D1 - Boat Quay / Raffles Place / Marina","4","4","12","2,250 sqft (Built-up)","LEASEHOLD/99 years","1042","Corner Unit | Original Condition | Colonial Building | Renovated | Air Conditioning | Hairdryer | Cooker Hob/hood","Diana Chang","Partially Furnished",NA
"54","Marina One Residences","Apartment","$2,565,000","$2,270 psf (Built-up)",NA,"Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","21 Marina Way (018979)","D1 - Boat Quay / Raffles Place / Marina","2","2","19","1,130 sqft (Built-up)","LEASEHOLD/99 years","1042","Corner Unit | Park/greenery View | Colonial Building | Renovated | Air Conditioning | Hairdryer | Bathtub | Water Heater | Cooker Hob/hood","Diana Chang","Partially Furnished",NA
"55","Kingsford Waterbay","Apartment","$1,147,826","$1,333 psf (Built-up)","2018","Apartment","Kingsford Property Development Pte Ltd","76 Upper Serangoon View (533884)","D19 - Hougang / Punggol / Sengkang","3","6","14","861 sqft (Built-up)","LEASEHOLD/99 years","1165","Swimming Pool View | Air Conditioning | Cooker Hob/hood | Intercom | Balcony","Agnes Yap L L",NA,NA
"56","Sophia Hills","Condominium","$2,769,000","$2,109 psf (Built-up)",NA,"Condominium","Hoi Hup Sunway Mount Sophia Pte Ltd","27 Mount Sophia (228478)","D9 - Orchard / River Valley","3+1","2","01","1,313 sqft (Built-up)","LEASEHOLD/99 years","493","Substation | Conserved Building: Restaurant | Vantage Deck | Function Rooms | Guardhouse | Gymnasium | Bin Centre | Clubhouse Drop-off Plaza | Bio-pond | Internet Corner | Reflective Pool | Childcare Drop-off Plaza | Sunning Deck | Children's Water Play | Pavilion | 50M Lap Pool | Residents' Side Gate | Fitness Stations | The Sophia Grand Staircase | Jogging Path | Adventure Playground | Male And Female Changing And Steam Rooms | Lounge | The Sophia Mirror Pool | Seating Corner | Conserved Building: Childcare/kindergarten | Children's Pool | Multi-purpose Media Room | Water Cascades | Games Room | Water Wall | Mountain Terraces | Bbq Corner | Timber Deck | Management Office | Main Entrance Drop-off Plaza | Toddler's Playground | Jacuzzi | Steps Cascades | Yoga Decks | Lagoon Pool | Original Condition | Air Conditioning | Cooker Hob/hood | Outdoor Patio","Gan Ching Ching","Partially Furnished",NA
"57","6 Derbyshire","Condominium","$1,665,333","$3,160 psf (Built-up)","2017","Condominium","Fantasia (Novena) Pte Ltd","6 Derbyshire Road (309462)","D11 - Newton / Novena","1","1","24","527 sqft (Built-up)","FREEHOLD","168","Spa Pool | Children Playground | Reflective Pool | Gymnasium | Community Sky Garden | Simming Pool | Bbq Pits | Pavilion | City View | Air Conditioning | Water Heater","Ch Tan",NA,NA
"58","Queens Peak","Condominium","$1,591,200","$1,848 psf (Built-up)",NA,"Condominium","HY Realty (Dundee) Pte Ltd","1 Dundee Road (149456)","D3 - Alexandra / Commonwealth","3",NA,"43","861 sqft (Built-up)","LEASEHOLD/99 years","736","Air Conditioning | Water Heater","Ch Tan",NA,NA
"59","Kingsford Waterbay","Apartment","$1,115,341","$1,312 psf (Built-up)","2018","Apartment","Kingsford Property Development Pte Ltd","78 Upper Serangoon View (533879)","D19 - Hougang / Punggol / Sengkang","3","2","04","850 sqft (Built-up)","LEASEHOLD/99 years","1165","City View | Swimming Pool View | Park/greenery View | Air Conditioning | Cooker Hob/hood | Intercom | Balcony","Augustine Wee","Partially Furnished",NA
"60","Forte Suites","Apartment","$1,233,000","$1,976 psf (Built-up)","2016","Apartment","Forte Development Pte. Ltd.","88 Mergui Road (219062)","D8 - Farrer Park / Serangoon Rd","3","2","21","624 sqft (Built-up)","FREEHOLD","106","City View | Air Conditioning | Cooker Hob/hood | Intercom | Water Heater","Augustine Wee","Partially Furnished",NA
"61","Marina One Residences","Apartment","$3,909,720","$2,594 psf (Built-up)",NA,"Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","21 Marina Way (018978)","D1 - Boat Quay / Raffles Place / Marina","3","3","19","1,507 sqft (Built-up)","LEASEHOLD/99 years","1042","Sea View | City View | Park/greenery View | Air Conditioning | Bathtub | Intercom | Water Heater | Private Lift | Cooker Hob/hood | Balcony | Walk-in-wardrobe","Fion Lim C N","Partially Furnished",NA
"62","Marina One Residences","Apartment","$2,594,450","$2,319 psf (Built-up)",NA,"Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","21 Marina Way (018978)","D1 - Boat Quay / Raffles Place / Marina","2","2","23","1,119 sqft (Built-up)","LEASEHOLD/99 years","1042","City View | Sea View | Park/greenery View | Air Conditioning | Private Lift | Cooker Hob/hood | Water Heater | Intercom | Balcony","Fion Lim C N","Partially Furnished",NA
"63","Kingsford Waterbay","Apartment","$1,115,341","$1,619 psf (Built-up)","2018","Apartment","Kingsford Property Development Pte Ltd","72 Upper Serangoon View (533882)","D19 - Hougang / Punggol / Sengkang","3","2","13","689 sqft (Built-up)","LEASEHOLD/99 years","1165","Park/greenery View | Air Conditioning | Cooker Hob/hood | Intercom | Water Heater | Balcony","Jeremy Lee C W","Partially Furnished",NA
"64","Kingsford Waterbay","Apartment","$1,150,000","$1,353 psf (Built-up)",NA,"Apartment","Kingsford Property Development Pte Ltd","78 Upper Serangoon View (533879)","D19 - Hougang / Punggol / Sengkang","2",NA,"04","850 sqft (Built-up)","LEASEHOLD/99 years","1165","Air Conditioning | Cooker Hob/hood | Intercom | Water Heater | Balcony","Emily Yeo",NA,NA
"65","New Futura","Condominium","$5,500,000","$3,005 psf (Built-up)","2017","Condominium","City Developments Limited","18 Leonie Hill Road (239199)","D9 - Orchard / River Valley","3","3","25","1,830 sqft (Built-up)","FREEHOLD","124","Original Condition | Park/greenery View | Air Conditioning | Intercom | Water Heater | Cooker Hob/hood | Hairdryer | Balcony | Walk-in-wardrobe","Tina Lee Kim Lian","Partially Furnished",NA
"66","New Futura","Condominium","$7,800,000","$2,899 psf (Built-up)","2017","Condominium","City Developments Limited","18 Leonie Hill Road (239199)","D9 - Orchard / River Valley","4","4","28","2,691 sqft (Built-up)","FREEHOLD","124","Corner Unit | City View | Air Conditioning | Cooker Hob/hood | Intercom | Private Lift | Bathtub | Water Heater | Balcony | Walk-in-wardrobe | Maidsroom | Private Garden","Haryanto Zeng (MBA-EXPERT-SRX)","Partially Furnished",NA
"67","Martin Modern","Condominium","$1,978,200","$2,589 psf (Built-up)","2020","Condominium","Martin Modern Pte Ltd","35 Martin Place (2399993)","D9 - Orchard / River Valley","2","2","06","764 sqft (Built-up)","LEASEHOLD/99 years","450","City View | Park/greenery View | Swimming Pool View | Private Pool | Intercom | Air Conditioning | Cooker Hob/hood | Walk-in-wardrobe | Balcony","Henry Lim (MBA, EXPERT-SRX)","Partially Furnished",NA
"68","Martin Modern","Condominium","$1,978,200","$2,589 psf (Built-up)","2020","Condominium","Martin Modern Pte Ltd","35 Martin Place (2399993)","D9 - Orchard / River Valley","2","2","06","764 sqft (Built-up)","LEASEHOLD/99 years","450","City View | Park/greenery View | Swimming Pool View | Original Condition | Private Pool | Intercom | Air Conditioning | Walk-in-wardrobe | Balcony","Tina Lee Kim Lian","Partially Furnished",NA
"69","D'Leedon","Condominium","$5,467,000","$1,534 psf (Built-up)","2014","Penthouse","Morganite Pte Ltd","7 Leedon Heights (267953)","D10 - Tanglin / Holland / Bukit Timah","4","3","35","3,563 sqft (Built-up)","LEASEHOLD/99 years","1715","Lap Pool / Gym Pool | Spa Pavilions | Multi-purpose Court | Fitness Areas | Gymnasium | Jacuzzis | Tennis Courts | Restaurant/retail Space | Bbq | Basketball Court | Mini Race Track | Jogging Tracks | Clubhouses | Theme Gardens | Play Areas | Event Courts | Original Condition | Park/greenery View | Air Conditioning | Intercom | Water Heater | Cooker Hob/hood | Balcony | Walk-in-wardrobe","Henry Lim (MBA, EXPERT-SRX)","Partially Furnished",NA
"70","Victoria Park Villas","Semi-Detached","$4,824,000","$1,687 psf (Land) /$1,115 psf (Built-up)","2018","Semi-detached","Athens Residential Development Pte Ltd","Victoria Park Grove","D10 - Tanglin / Holland / Bukit Timah","5","4",NA,"2,858 sqft (Land) / 4,327 sqft (Built-up)","LEASEHOLD/99 years","109","Park/greenery View | Original Condition | Water Heater | Air Conditioning | Cooker Hob/hood | Balcony | Walk-in-wardrobe","Henry Lim (MBA, EXPERT-SRX)","Partially Furnished",NA
"71","D'Leedon","Condominium","$4,494,000","$1,518 psf (Built-up)","2014","Condominium","Morganite Pte Ltd","13 Leedon Heights (266224)","D10 - Tanglin / Holland / Bukit Timah","4","4","34","2,960 sqft (Built-up)","LEASEHOLD/99 years","1715","Restaurant/retail Space | Bbq | Event Courts | Multi-purpose Court | Gymnasium | Tennis Courts | Theme Gardens | Basketball Court | Play Areas | Mini Race Track | Clubhouses | Jogging Tracks | Spa Pavilions | Fitness Areas | Jacuzzis | Lap Pool / Gym Pool | Park/greenery View | Original Condition | Air Conditioning | Intercom | Water Heater | Cooker Hob/hood | Balcony | Walk-in-wardrobe","Tina Lee Kim Lian","Partially Furnished",NA
"72","Victoria Park Villas","Semi-Detached","$8,500,000","$3,705 psf (Land) /$2,030 psf (Built-up)","2018","Semi-detached","Athens Residential Development Pte Ltd","Victoria Park Grove","D10 - Tanglin / Holland / Bukit Timah","5","5",NA,"2,294 sqft (Land) / 4,187 sqft (Built-up)","LEASEHOLD/99 years","109","Park/greenery View | Original Condition | Water Heater | Cooker Hob/hood | Air Conditioning | Balcony | Bombshelter | Private Garden","Tina Lee Kim Lian","Partially Furnished",NA
"73","Wallich Residence At Tanjong Pagar Centre","Apartment","$2,097,800","$3,247 psf (Built-up)","2017","Apartment","Perfect Eagle Pte Ltd","3 Wallich Street (078882)","D2 - Chinatown / Tanjong Pagar","1","1","40","646 sqft (Built-up)","LEASEHOLD/99 years","181","Park/greenery View | Original Condition | Air Conditioning | Hairdryer | Intercom | Water Heater | Balcony | Walk-in-wardrobe","Henry Lim (MBA, EXPERT-SRX)","Partially Furnished",NA
"74","New Futura","Condominium","$7,800,000","$2,899 psf (Built-up)","2017","Condominium","City Developments Limited","18 Leonie Hill Road (239199)","D9 - Orchard / River Valley","4","4","33","2,691 sqft (Built-up)","FREEHOLD","124","Park/greenery View | Original Condition | City View | Air Conditioning | Hairdryer | Intercom | Cooker Hob/hood | Balcony | Walk-in-wardrobe | Bombshelter","Henry Lim (MBA, EXPERT-SRX)","Partially Furnished",NA
"75","Wallich Residence At Tanjong Pagar Centre","Apartment","$2,097,800","$3,247 psf (Built-up)",NA,"Apartment","Perfect Eagle Pte Ltd","3 Wallich Street (078882)","D2 - Chinatown / Tanjong Pagar",NA,"1","40","646 sqft (Built-up)","LEASEHOLD/99 years","181","Original Condition | Park/greenery View | Air Conditioning | Hairdryer | Water Heater | Intercom | Balcony | Walk-in-wardrobe","Tina Lee Kim Lian","Partially Furnished",NA
"76","New Futura","Condominium","$5,500,000","$3,005 psf (Built-up)",NA,"Condominium","City Developments Limited","18 Leonie Hill Road (239199)","D9 - Orchard / River Valley","3","3","25","1,830 sqft (Built-up)","FREEHOLD","124","Corner Unit | Park/greenery View | Renovated | City View | Air Conditioning | Hairdryer | Water Heater | Intercom | Cooker Hob/hood | Private Lift | Jacuzzi | Maidsroom | Balcony | Walk-in-wardrobe","Kaeden Ong (EXPERT, SRX) Developer Sales","Fully Furnished",NA
"77","New Futura","Condominium","$7,800,000","$2,899 psf (Built-up)",NA,"Condominium","City Developments Limited","18 Leonie Hill Road (239199)","D9 - Orchard / River Valley","4","4","28","2,691 sqft (Built-up)","FREEHOLD","124","Corner Unit | Park/greenery View | City View | Renovated | Air Conditioning | Hairdryer | Intercom | Water Heater | Cooker Hob/hood | Jacuzzi | Private Lift | Balcony | Maidsroom | Walk-in-wardrobe","Kaeden Ong (EXPERT, SRX) Developer Sales","Fully Furnished",NA
"78","New Futura","Condominium","$5,500,000","$3,005 psf (Built-up)","2017","Condominium","City Developments Limited","18 Leonie Hill Road (239199)","D9 - Orchard / River Valley","3","3","33","1,830 sqft (Built-up)","FREEHOLD","124","Corner Unit | City View | Air Conditioning | Cooker Hob/hood | Intercom | Private Lift | Bathtub | Water Heater | Balcony | Walk-in-wardrobe | Maidsroom","Haryanto Zeng (MBA-EXPERT-SRX)","Partially Furnished",NA
"79","Wallich Residence At Tanjong Pagar Centre","Apartment","$108,000,000","$5,117 psf (Built-up)","2017","Apartment","Perfect Eagle Pte Ltd","3 Wallich Street (078882)","D2 - Chinatown / Tanjong Pagar","5+1","5","62","21,108 sqft (Built-up)","LEASEHOLD/99 years","181","Corner Unit | City View | Sea View | Air Conditioning | Water Heater | Cooker Hob/hood | Intercom | Private Pool | Bathtub | Jacuzzi | Balcony | Maidsroom | Walk-in-wardrobe","Haryanto Zeng (MBA-EXPERT-SRX)",NA,NA
"80","Wallich Residence At Tanjong Pagar Centre","Apartment","$4,720,050","$3,950 psf (Built-up)","2017","Apartment","Perfect Eagle Pte Ltd","3 Wallich Street (078882)","D2 - Chinatown / Tanjong Pagar","3","3","54","1,195 sqft (Built-up)","LEASEHOLD/99 years","181","City View | Sea View | Air Conditioning | Water Heater | Bathtub | Intercom | Cooker Hob/hood | Balcony | Maidsroom","Haryanto Zeng (MBA-EXPERT-SRX)",NA,NA
"81","Wallich Residence At Tanjong Pagar Centre","Apartment","$2,791,400","$3,242 psf (Built-up)","2017","Apartment","Perfect Eagle Pte Ltd","3 Wallich Street (078882)","D2 - Chinatown / Tanjong Pagar","2","2","45","861 sqft (Built-up)","LEASEHOLD/99 years","181","City View | Sea View | Air Conditioning | Water Heater | Cooker Hob/hood | Intercom | Balcony","Haryanto Zeng (MBA-EXPERT-SRX)",NA,NA
"82","Wallich Residence At Tanjong Pagar Centre","Apartment","$2,082,500","$3,392 psf (Built-up)","2017","Apartment","Perfect Eagle Pte Ltd","3 Wallich Street (078882)","D2 - Chinatown / Tanjong Pagar","1","1","51","614 sqft (Built-up)","LEASEHOLD/99 years","181","City View | Sea View | Air Conditioning | Water Heater | Cooker Hob/hood | Intercom | Balcony","Haryanto Zeng (MBA-EXPERT-SRX)","Partially Furnished",NA
"83","Wallich Residence At Tanjong Pagar Centre","Apartment","$108,000,000","$5,117 psf (Built-up)","2017","Apartment","Perfect Eagle Pte Ltd","3 Wallich Street (078882)","D2 - Chinatown / Tanjong Pagar","5","5","62","21,108 sqft (Built-up)","LEASEHOLD/99 years","181","Renovated | Sea View | Corner Unit | Swimming Pool View | City View | Air Conditioning | Cooker Hob/hood | Bathtub | Water Heater | Intercom | Private Pool | Private Lift | Roof Terrace | Walk-in-wardrobe | Balcony | Maidsroom | Terrace","Linda Ong","Partially Furnished",NA
"84","New Futura","Condominium","$3,800,000","$3,461 psf (Built-up)",NA,"Condominium","City Developments Limited","18 Leonie Hill Road (239199)","D9 - Orchard / River Valley","2",NA,"13","1,098 sqft (Built-up)","FREEHOLD","124","Air Conditioning | Water Heater","Angie See",NA,NA
"85","Martin Modern","Condominium","$4,874,000","$2,711 psf (Built-up)",NA,"Condominium","Martin Modern Pte Ltd","8 Martin Place (237992)","D9 - Orchard / River Valley","4",NA,"11","1,798 sqft (Built-up)","LEASEHOLD/99 years","450","Original Condition | City View | Air Conditioning | Water Heater | Intercom | Bathtub | Private Lift | Cooker Hob/hood | Balcony | Maidsroom","Alex Goh",NA,NA
"86","Highline Residences","Condominium","$2,301,000","$1,997 psf (Built-up)",NA,"Condominium","Harvestland Development Pte Ltd","9 Kim Tian Road (168593)","D3 - Alexandra / Commonwealth","3","3","27","1,152 sqft (Built-up)","LEASEHOLD/99 years","500","Viewing Deck | Aqua Spring | Gymnasium | Fern Alcove | Water Feature | Warm-up Deck | Garden Deck | Maze Garden | Dreamcatcher Garden | Picnic Lawn | Outdoor Fitness Stations | Planters For Community Farming | Reflexology Walk | Children's Playground | Fitness Pavilion | Guard House | Spice Garden | Reading Loft | Terrace Garden | Barbeque Pavilion | Water Cascade | Leisure Pool | Butterfly Garden | Spa Pods | Pool Pavilion | Swing Garden | Art Lounge | Gym Lounge | Reflective Water Features | Pavilion Area | Arrival Plaza With Drop-off Areas | Children's Pool | Cocoon Day Beds | Aqua Deck | Sun Deck | Green Prisms | Olympic-length Grandpool | Water Courtyards | Communal Function Rooms | Pool Deck | Clubhouse With Concierge, Reading Lounge | Party Lawn | Air Conditioning | Intercom | Water Heater | Cooker Hob/hood | Balcony | Maidsroom","Adele Ong",NA,NA
"87","Highline Residences","Condominium","$4,760,000","$2,116 psf (Built-up)",NA,"Condominium","Harvestland Development Pte Ltd","9 Kim Tian Road (168593)","D3 - Alexandra / Commonwealth","4","4","35","2,250 sqft (Built-up)","LEASEHOLD/99 years","500","Fitness Pavilion | Butterfly Garden | Pavilion Area | Picnic Lawn | Viewing Deck | Aqua Spring | Terrace Garden | Spa Pods | Guard House | Clubhouse With Concierge, Reading Lounge | Gym Lounge | Reading Loft | Maze Garden | Art Lounge | Green Prisms | Outdoor Fitness Stations | Planters For Community Farming | Children's Pool | Party Lawn | Pool Pavilion | Reflective Water Features | Barbeque Pavilion | Olympic-length Grandpool | Water Feature | Fern Alcove | Gymnasium | Spice Garden | Cocoon Day Beds | Communal Function Rooms | Dreamcatcher Garden | Swing Garden | Pool Deck | Sun Deck | Garden Deck | Reflexology Walk | Water Cascade | Aqua Deck | Arrival Plaza With Drop-off Areas | Warm-up Deck | Children's Playground | Water Courtyards | Leisure Pool | Air Conditioning | Intercom | Water Heater | Cooker Hob/hood | Balcony | Maidsroom","Adele Ong",NA,NA
