Movie,Distributor,Budget,US Gross,Worldwide Gross,Release Date
American Wedding ,Universal,"$55,000,000 ","$104,354,205 ","$126,425,115 ",1/8/2003
Kill Bill: Volume 1 ,Miramax,"$55,000,000 ","$70,098,138 ","$180,098,138 ",10/10/2003
Stuck On You ,20th Century Fox,"$55,000,000 ","$33,832,741 ","$63,537,164 ",12/12/2003
Kill Bill: Volume 2 ,Miramax,"$55,000,000 ","$66,207,920 ","$150,907,920 ",16/4/2004
Thunderbirds ,Universal,"$55,000,000 ","$6,768,055 ","$28,768,055 ",30/7/2004
A Very Long Engagement ,Warner Independent,"$55,000,000 ","$6,167,817 ","$59,606,587 ",26/11/2004
The Phantom of the Opera ,Warner Bros.,"$55,000,000 ","$51,225,796 ","$158,225,796 ",22/12/2004
Hitch ,Sony,"$55,000,000 ","$177,784,257 ","$366,784,257 ",11/2/2005
Flightplan ,Buena Vista,"$55,000,000 ","$89,706,988 ","$225,706,988 ",23/9/2005
Aeon Flux ,Paramount Pictures,"$55,000,000 ","$25,857,987 ","$47,953,341 ",2/12/2005
R.V. ,Sony,"$55,000,000 ","$71,724,497 ","$87,524,497 ",28/4/2006
All the King's Men ,Sony,"$55,000,000 ","$7,221,458 ","$9,521,458 ",22/9/2006
The Pursuit of Happyness ,Sony,"$55,000,000 ","$162,586,036 ","$306,086,036 ",15/12/2006
Lucky You ,Warner Bros.,"$55,000,000 ","$5,755,286 ","$6,521,829 ",4/5/2007
Alvin and the Chipmunks ,20th Century Fox,"$55,000,000 ","$217,326,974 ","$360,578,644 ",14/12/2007
The Forbidden Kingdom ,Lion's Gate,"$55,000,000 ","$52,075,270 ","$129,075,270 ",18/4/2008
Imagine That ,Paramount Pictures,"$55,000,000 ","$16,123,323 ",Unknown,12/6/2009
The Godfather: Part III ,Paramount Pictures,"$54,000,000 ","$66,520,529 ",Unknown,25/12/1990
Blade 2 ,New Line,"$54,000,000 ","$81,676,888 ","$154,338,601 ",22/3/2002
Gigli ,Columbia,"$54,000,000 ","$6,087,542 ","$7,266,209 ",1/8/2003
Elizabethtown ,DreamWorks SKG,"$54,000,000 ","$26,850,426 ","$50,719,373 ",14/10/2005
"You, Me and Dupree ",Universal,"$54,000,000 ","$75,802,010 ","$130,402,010 ",14/7/2006
Seven Pounds ,,"$54,000,000 ","$69,951,824 ","$166,617,328 ",19/12/2008
Shaft ,Paramount Pictures,"$53,012,938 ","$70,327,868 ","$107,190,108 ",16/6/2000
Anastasia ,20th Century Fox,"$53,000,000 ","$58,403,409 ","$139,801,410 ",14/11/1997
Beloved ,Buena Vista,"$53,000,000 ","$22,852,487 ",Unknown,16/10/1998
Moulin Rouge ,20th Century Fox,"$53,000,000 ","$57,386,369 ","$179,213,196 ",18/5/2001
Domestic Disturbance ,Paramount Pictures,"$53,000,000 ","$45,207,112 ",Unknown,2/11/2001
The Dukes of Hazzard ,Warner Bros.,"$53,000,000 ","$80,270,227 ","$110,570,227 ",5/8/2005
Flags of Our Fathers ,DreamWorks SKG,"$53,000,000 ","$33,602,376 ","$61,902,376 ",20/10/2006
Grindhouse ,Weinstein,"$53,000,000 ","$25,031,037 ","$50,187,789 ",6/4/2007
Law Abiding Citizen ,,"$53,000,000 ","$73,350,077 ","$98,400,077 ",16/10/2009
Casino ,Universal,"$52,000,000 ","$42,438,300 ","$110,400,000 ",22/11/1995
The Thin Red Line ,20th Century Fox,"$52,000,000 ","$36,400,491 ",Unknown,23/12/1998
Man on the Moon ,Universal,"$52,000,000 ","$34,580,635 ","$47,407,635 ",22/12/1999
Catch Me if You Can ,DreamWorks SKG,"$52,000,000 ","$164,606,800 ","$351,106,800 ",25/12/2002
Bulletproof Monk ,MGM/UA,"$52,000,000 ","$23,010,607 ",Unknown,16/4/2003
The Break Up ,Universal,"$52,000,000 ","$118,806,699 ","$202,944,203 ",2/6/2006
"Me, Myself & Irene ",20th Century Fox,"$51,000,000 ","$90,570,999 ","$149,270,999 ",23/6/2000
Barnyard: The Original Party Animals ,Paramount Pictures,"$51,000,000 ","$72,779,000 ","$116,618,084 ",4/8/2006
Superman II ,Warner Bros.,"$50,000,000 ","$108,185,706 ",Unknown,19/6/1981
Gremlins 2: The New Batch ,Warner Bros.,"$50,000,000 ","$41,476,097 ",Unknown,15/6/1990
Robin Hood: Prince of Thieves ,Warner Bros.,"$50,000,000 ","$165,493,908 ","$390,500,000 ",14/6/1991
On Deadly Ground ,Warner Bros.,"$50,000,000 ","$38,590,458 ",Unknown,18/2/1994
Beverly Hills Cop III ,Paramount Pictures,"$50,000,000 ","$42,586,861 ","$119,180,938 ",25/5/1994
Baby's Day Out ,20th Century Fox,"$50,000,000 ","$16,581,575 ",Unknown,1/7/1994
Interview with the Vampire: The Vampire Chronicles ,Warner Bros.,"$50,000,000 ","$105,264,608 ","$223,564,608 ",11/11/1994
Outbreak ,Warner Bros.,"$50,000,000 ","$67,823,573 ",Unknown,10/3/1995
Congo ,Paramount Pictures,"$50,000,000 ","$81,022,333 ","$152,022,333 ",9/6/1995
Assassins ,Warner Bros.,"$50,000,000 ","$30,306,268 ","$83,306,268 ",6/10/1995
Jade ,Paramount Pictures,"$50,000,000 ","$9,812,870 ",Unknown,13/10/1995
The Scarlet Letter ,Buena Vista,"$50,000,000 ","$10,359,006 ",Unknown,13/10/1995
Fair Game ,Warner Bros.,"$50,000,000 ","$11,497,497 ",Unknown,3/11/1995
Striptease ,Sony,"$50,000,000 ","$32,773,011 ",Unknown,28/6/1996
Escape from L.A. ,Paramount Pictures,"$50,000,000 ","$25,426,861 ",Unknown,9/8/1996
Jerry Maguire ,Sony,"$50,000,000 ","$153,952,592 ","$274,000,000 ",13/12/1996
Absolute Power ,Sony,"$50,000,000 ","$50,068,310 ",Unknown,14/2/1997
G.I.Jane ,Buena Vista,"$50,000,000 ","$48,169,156 ",Unknown,22/8/1997
The Game ,Polygram Films,"$50,000,000 ","$48,265,581 ",Unknown,12/9/1997
The Peacemaker ,DreamWorks SKG,"$50,000,000 ","$41,263,140 ","$62,967,368 ",26/9/1997
Mad City ,Warner Bros.,"$50,000,000 ","$10,561,038 ",Unknown,7/11/1997
As Good as it Gets ,Sony,"$50,000,000 ","$148,478,011 ","$314,111,923 ",24/12/1997
The Negotiator ,Warner Bros.,"$50,000,000 ","$44,705,766 ","$49,105,766 ",29/7/1998
Jack Frost ,Warner Bros.,"$50,000,000 ","$34,645,374 ",Unknown,11/12/1998
Stepmom ,Sony/Tristar,"$50,000,000 ","$91,137,662 ","$119,709,917 ",25/12/1998
Patch Adams ,Universal,"$50,000,000 ","$135,041,968 ","$202,200,000 ",25/12/1998
Payback ,Paramount Pictures,"$50,000,000 ","$81,526,121 ","$161,626,121 ",5/2/1999
The Iron Giant ,Warner Bros.,"$50,000,000 ","$23,159,305 ","$31,333,917 ",4/8/1999
For Love of the Game ,Universal,"$50,000,000 ","$35,188,640 ","$46,112,640 ",17/9/1999
The Story of Us ,Universal,"$50,000,000 ","$27,100,030 ",Unknown,15/10/1999
The Messenger: The Story of Joan of Arc ,Sony,"$50,000,000 ","$14,271,297 ",Unknown,12/11/1999
The Beach ,20th Century Fox,"$50,000,000 ","$39,778,599 ",Unknown,11/2/2000
What Planet Are You From? ,Sony,"$50,000,000 ","$6,291,602 ",Unknown,3/3/2000
Erin Brockovich ,Universal,"$50,000,000 ","$125,548,685 ","$258,400,000 ",17/3/2000
The Replacements ,Warner Bros.,"$50,000,000 ","$44,737,059 ","$50,054,511 ",11/8/2000
Shrek ,DreamWorks SKG,"$50,000,000 ","$267,655,011 ","$484,399,218 ",18/5/2001
Don't Say a Word ,20th Century Fox,"$50,000,000 ","$54,997,476 ","$104,488,383 ",28/9/2001
Death to Smoochy ,Warner Bros.,"$50,000,000 ","$8,355,815 ","$8,374,062 ",29/3/2002
Murder by Numbers ,Warner Bros.,"$50,000,000 ","$31,874,869 ","$56,643,267 ",19/4/2002
Unfaithful ,20th Century Fox,"$50,000,000 ","$52,752,475 ","$119,114,494 ",8/5/2002
Mr. Deeds ,Sony,"$50,000,000 ","$126,293,452 ","$171,269,535 ",28/6/2002
Blood Work ,Warner Bros.,"$50,000,000 ","$26,199,517 ",Unknown,9/8/2002
Shanghai Knights ,Buena Vista,"$50,000,000 ","$60,470,220 ",Unknown,7/2/2003
How to Lose a Guy in 10 Days ,Paramount Pictures,"$50,000,000 ","$105,807,520 ","$177,079,973 ",7/2/2003
The Life of David Gale ,Universal,"$50,000,000 ","$19,694,635 ","$28,920,188 ",21/2/2003
Basic ,Sony,"$50,000,000 ","$26,599,248 ","$42,598,498 ",28/3/2003
Out of Time ,MGM/UA,"$50,000,000 ","$41,083,108 ","$55,489,826 ",3/10/2003
The Big Bounce ,Warner Bros.,"$50,000,000 ","$6,471,394 ","$6,626,115 ",30/1/2004
Twisted ,Paramount Pictures,"$50,000,000 ","$25,195,050 ","$40,119,848 ",27/2/2004
Raising Helen ,Buena Vista,"$50,000,000 ","$37,485,528 ","$43,340,302 ",28/5/2004
Garfield ,20th Century Fox,"$50,000,000 ","$75,367,693 ","$200,802,638 ",11/6/2004
Resident Evil: Apocalypse ,Sony,"$50,000,000 ","$50,740,078 ","$128,940,078 ",10/9/2004
The Forgotton ,Sony,"$50,000,000 ","$66,711,892 ","$111,311,892 ",24/9/2004
Bridget Jones: The Edge Of Reason ,Universal,"$50,000,000 ","$40,203,020 ","$263,203,020 ",12/11/2004
Christmas with the Kranks ,Sony,"$50,000,000 ","$73,701,902 ","$96,501,902 ",24/11/2004
The Life Aquatic with Steve Zissou ,Buena Vista,"$50,000,000 ","$24,006,726 ","$34,806,726 ",10/12/2004
Man of the House ,Sony,"$50,000,000 ","$19,699,706 ","$22,099,706 ",25/2/2005
The Ring Two ,DreamWorks SKG,"$50,000,000 ","$75,941,727 ","$161,941,727 ",18/3/2005
The Adventures of Sharkboy and Lavagirl in 3-D ,Dimension Films,"$50,000,000 ","$39,177,684 ","$69,425,966 ",10/6/2005
Herbie: Fully Loaded ,Buena Vista,"$50,000,000 ","$66,010,682 ","$144,110,682 ",22/6/2005
Into the Blue ,MGM/UA,"$50,000,000 ","$18,782,227 ","$41,982,227 ",30/9/2005
Domino ,New Line,"$50,000,000 ","$10,169,202 ","$17,759,202 ",14/10/2005
Syriana ,Warner Bros.,"$50,000,000 ","$50,824,620 ","$95,024,620 ",23/11/2005
Curious George ,Universal,"$50,000,000 ","$58,640,119 ","$70,114,174 ",10/2/2006
Failure to Launch ,Paramount Pictures,"$50,000,000 ","$88,715,192 ","$128,402,901 ",10/3/2006
V for Vendetta ,Warner Bros.,"$50,000,000 ","$70,511,035 ","$132,511,035 ",17/3/2006
Inside Man ,Universal,"$50,000,000 ","$88,634,237 ","$184,634,237 ",24/3/2006
Silent Hill ,Sony,"$50,000,000 ","$46,982,632 ","$99,982,632 ",21/4/2006
Hannibal Rising ,,"$50,000,000 ","$27,669,725 ","$80,583,311 ",9/2/2007
Yes Man ,Warner Bros.,"$50,000,000 ","$97,690,976 ","$225,990,976 ",19/12/2008
Defiance ,Paramount Vantage,"$50,000,000 ","$28,644,813 ","$42,268,745 ",31/12/2008
Outlander ,Third Rail,"$50,000,000 ","$166,003 ","$1,250,617 ",23/1/2009
Knowing ,,"$50,000,000 ","$79,957,634 ","$183,787,915 ",20/3/2009
The Boat That Rocked ,Universal,"$50,000,000 ","$8,017,467 ","$36,317,467 ",13/11/2009
Planet 51 ,Sony,"$50,000,000 ","$40,970,164 ","$44,190,164 ",20/11/2009
Ninja Assassin ,Warner Bros.,"$50,000,000 ","$38,054,795 ","$57,354,795 ",25/11/2009
Hannibal the Conqueror ,Sony,"$50,000,000 ",Unknown,Unknown,31/12/2011
The One ,Sony,"$49,000,000 ","$43,905,746 ",Unknown,2/11/2001
The Cotton Club ,Orion,"$48,000,000 ","$25,928,721 ",Unknown,14/12/1984
Indiana Jones and the Last Crusade ,Paramount Pictures,"$48,000,000 ","$197,171,806 ","$474,171,806 ",24/5/1989
Out of Sight ,Universal,"$48,000,000 ","$37,562,568 ",Unknown,26/6/1998
The Thomas Crown Affair ,MGM/UA,"$48,000,000 ","$69,304,264 ","$124,304,264 ",6/8/1999
Three Kings ,Warner Bros.,"$48,000,000 ","$60,652,036 ","$107,752,036 ",1/10/1999
The Bone Collector ,Universal,"$48,000,000 ","$66,488,090 ","$151,463,090 ",5/11/1999
Bedazzled ,20th Century Fox,"$48,000,000 ","$37,879,996 ","$90,376,224 ",20/10/2000
Traffic ,USA Films,"$48,000,000 ","$124,107,476 ","$208,300,000 ",27/12/2000
Rat Race ,Paramount Pictures,"$48,000,000 ","$56,607,223 ","$86,607,223 ",17/8/2001
K-PAX ,Universal,"$48,000,000 ","$50,315,140 ",Unknown,26/10/2001
Kate and Leopold ,Miramax,"$48,000,000 ","$47,095,453 ","$70,937,778 ",25/12/2001
Panic Room ,Sony,"$48,000,000 ","$95,308,367 ","$196,308,367 ",29/3/2002
The Ring ,DreamWorks SKG,"$48,000,000 ","$129,094,024 ","$249,094,024 ",18/10/2002
3:10 to Yuma ,Sony,"$48,000,000 ","$53,606,916 ","$69,791,889 ",7/9/2007
Rambo ,Lion's Gate,"$47,500,000 ","$42,754,105 ","$116,754,105 ",25/1/2008
Dick Tracy ,Buena Vista,"$47,000,000 ","$103,738,726 ","$162,738,726 ",15/6/1990
Mary Reilly ,Sony,"$47,000,000 ","$5,707,094 ","$6,370,115 ",23/2/1996
The Cable Guy ,Sony,"$47,000,000 ","$60,240,295 ","$102,825,796 ",14/6/1996
Riding in Cars with Boys ,Sony,"$47,000,000 ","$29,781,453 ",Unknown,19/10/2001
Solaris ,20th Century Fox,"$47,000,000 ","$14,970,038 ",Unknown,27/11/2002
Happily N'Ever After ,,"$47,000,000 ","$15,849,032 ","$38,344,430 ",5/1/2007
Inchon ,MGM/UA,"$46,000,000 ","$4,408,636 ",Unknown,17/9/1982
Courage Under Fire ,20th Century Fox,"$46,000,000 ","$59,003,384 ","$100,833,145 ",12/7/1996
Star Trek: First Contact ,Paramount Pictures,"$46,000,000 ","$92,027,888 ","$150,000,000 ",22/11/1996
My Best Friend's Wedding ,Sony,"$46,000,000 ","$126,813,153 ","$287,200,000 ",20/6/1997
America's Sweethearts ,Sony,"$46,000,000 ","$93,607,673 ","$157,627,733 ",20/7/2001
Insomnia ,Warner Bros.,"$46,000,000 ","$67,263,182 ","$113,622,499 ",24/5/2002
Dune ,Universal,"$45,000,000 ","$27,447,471 ",Unknown,14/12/1984
Patriot Games ,Paramount Pictures,"$45,000,000 ","$83,287,363 ","$178,100,000 ",5/6/1992
The Flintstones ,Universal,"$45,000,000 ","$130,531,208 ","$358,500,000 ",27/5/1994
The Client ,Warner Bros.,"$45,000,000 ","$92,115,211 ","$117,615,211 ",20/7/1994
The River Wild ,Universal,"$45,000,000 ","$46,815,000 ","$94,215,000 ",30/9/1994
The Specialist ,Warner Bros.,"$45,000,000 ","$57,362,581 ","$170,400,000 ",7/10/1994
Frankenstein ,Sony,"$45,000,000 ","$22,006,296 ","$112,006,296 ",4/11/1994
The Indian in the Cupboard ,Paramount Pictures,"$45,000,000 ","$35,627,222 ",Unknown,14/7/1995
Nixon ,Buena Vista,"$45,000,000 ","$13,668,249 ","$34,668,249 ",20/12/1995
The Phantom ,Paramount Pictures,"$45,000,000 ","$17,220,599 ",Unknown,7/6/1996
Multiplicity ,Sony,"$45,000,000 ","$20,133,326 ",Unknown,17/7/1996
